Date,Open,High,Low,Close,Volume,returns,sma_5,sma_20,rsi,volume_z
2022-01-03,382.5833435058594,400.3566589355469,378.67999267578125,399.9266662597656,103931400,0.1353166841897706,366.7706665039062,340.34649963378905,73.96538448158988,-0.00724625104532042
2022-01-04,396.51666259765625,402.6666564941406,374.3500061035156,383.1966552734375,100248300,-0.041832696836128,370.8453308105469,342.6894989013672,68.05435242398212,-0.101296998784833
2022-01-05,382.2166748046875,390.11334228515625,360.336669921875,362.7066650390625,80119800,-0.05347121367683638,370.9739990234375,343.29566497802733,59.781571662394136,-0.6152934897502641
2022-01-06,359.0,362.6666564941406,340.1666564941406,354.8999938964844,90336600,-0.02152337383085412,370.597998046875,343.22466430664065,62.582191724702305,-0.35439976449027866
2022-01-07,360.1233215332031,360.30999755859375,336.6666564941406,342.32000732421875,84164700,-0.035446567451716815,368.60999755859376,343.6106643676758,58.142550370129925,-0.5120039050168725
2022-01-10,333.3333435058594,353.0333251953125,326.6666564941406,352.7066650390625,91815000,0.03034195341380186,359.16599731445314,344.29549713134764,63.68007748111628,-0.3166477008867666
2022-01-11,351.22332763671875,358.6166687011719,346.2733459472656,354.79998779296875,66063300,0.005935024657598653,353.4866638183594,345.9286636352539,61.530148519318786,-0.9742368623441275
2022-01-12,359.6166687011719,371.61334228515625,357.5299987792969,368.739990234375,83739000,0.039289748931841784,354.6933288574219,348.3904968261719,59.40924921638333,-0.5228744769027052
2022-01-13,369.69000244140625,371.8666687011719,342.17999267578125,343.85333251953125,97209900,-0.06749107331435766,352.48399658203124,349.31666412353513,46.680655227145465,-0.17888484378815495
2022-01-14,339.9599914550781,350.6666564941406,337.7933349609375,349.8699951171875,72924300,0.017497758575059086,353.993994140625,351.3614974975586,45.777690111289935,-0.799036031456887
2022-01-18,342.2033386230469,356.92999267578125,338.6866760253906,343.5033264160156,66743400,-0.01819724123253097,352.1533264160156,352.993830871582,44.619180081078035,-0.9568699937992489
2022-01-19,347.2366638183594,351.5566711425781,331.6666564941406,331.8833312988281,75442500,-0.0338278969185718,347.5699951171875,354.58899688720703,42.07402380153971,-0.7347318874049631
2022-01-20,336.57666015625,347.2200012207031,331.3333435058594,332.0899963378906,70488600,0.0006227038828787723,340.2399963378906,355.55133056640625,43.33818711920946,-0.8612334755309362
2022-01-21,332.11334228515625,334.8500061035156,313.5,314.6333312988281,103416000,-0.05256606712507206,334.39599609375,354.46849670410154,40.510133317529096,-0.02040738036164221
2022-01-24,301.586669921875,311.1700134277344,283.8233337402344,310.0,151565700,-0.014726129872195681,326.4219970703125,352.1851638793945,21.031260340827785,1.209131673270681
2022-01-25,304.73333740234375,317.086669921875,301.07000732421875,306.1333312988281,86595900,-0.012473124842489969,318.947998046875,349.2594970703125,22.931733855744724,-0.4499213718507073
2022-01-26,317.4766540527344,329.2300109863281,302.0,312.4700012207031,104867400,0.02069905258271132,315.06533203125,346.74183044433596,30.40640152810917,0.016655217794565486
2022-01-27,311.1199951171875,311.7966613769531,276.3333435058594,276.3666687011719,147109500,-0.11554175561970448,303.92066650390626,342.4569976806641,24.908404336061125,1.0953392315566857
2022-01-28,277.1866760253906,285.8333435058594,264.0033264160156,282.1166687011719,134789100,0.020805692766870276,297.417333984375,338.7238311767578,29.88707358456594,0.7807284872244951
2022-01-31,290.9033203125,312.663330078125,287.3500061035156,312.239990234375,104436000,0.10677611383930952,297.86533203125,336.7228302001953,38.05587852632132,0.0056390920920796105
2022-02-01,311.7366638183594,314.5666809082031,301.6666564941406,310.4166564941406,73138200,-0.0058395266373975074,298.7219970703125,332.24732971191406,36.8789280358481,-0.7935739329687976
2022-02-02,309.3933410644531,310.5,296.4700012207031,301.88665771484375,66792900,-0.02747919159891432,296.60532836914064,328.18182983398435,29.583024528889936,-0.9556059738125242
2022-02-03,294.0,312.3333435058594,293.50665283203125,297.0466613769531,78855600,-0.016032495024879134,300.7413269042969,324.8988296508789,33.71072840108525,-0.6475757941384945
2022-02-04,299.0733337402344,312.1666564941406,293.72332763671875,307.7733459472656,73625400,0.03611110968421327,305.87266235351564,322.542497253418,35.814899557301445,-0.7811329120085493
2022-02-07,307.92999267578125,315.92333984375,300.9033203125,302.4466552734375,60994500,-0.01730718642133755,303.91399536132815,320.54882965087893,36.067688079919684,-1.1036725089847406
2022-02-08,301.84332275390625,308.7633361816406,298.26666259765625,307.3333435058594,50729100,0.0161571905234128,303.2973327636719,318.28016357421876,41.27018715097743,-1.3658072720498737
2022-02-09,311.6666564941406,315.42333984375,306.6666564941406,310.6666564941406,52259400,0.010845920427172029,305.05333251953124,316.07349700927733,42.54771374048719,-1.3267299026420987
2022-02-10,302.7900085449219,314.60333251953125,298.8999938964844,301.51666259765625,66126900,-0.029452771017468238,305.94733276367185,312.7123306274414,45.15739996498242,-0.972612788179366
2022-02-11,303.2099914550781,305.32000732421875,283.5666809082031,286.6666564941406,79645800,-0.04925102969626416,301.7259948730469,309.8529968261719,41.9897451069669,-0.6273974387140524
2022-02-14,287.19000244140625,299.6266784667969,284.3833312988281,291.9200134277344,67756500,0.01832566437213501,299.62066650390625,306.9554977416992,45.16663587927746,-0.9309997180709493
2022-02-15,300.0,307.6666564941406,297.7933349609375,307.4766540527344,57286200,0.053290764282768466,299.6493286132812,305.15416412353517,48.40216323477425,-1.1983667578084038
2022-02-16,304.6833190917969,308.80999755859375,300.4033203125,307.7966613769531,51294300,0.0010407532409399955,299.07532958984376,303.94983062744143,63.04473495286458,-1.351374462019635
2022-02-17,304.4200134277344,306.1666564941406,291.3666687011719,292.1166687011719,55178400,-0.05094269900666093,297.19533081054686,301.95116424560547,53.834355110336006,-1.2521910270613008
2022-02-18,295.3333435058594,295.6233215332031,279.2033386230469,285.6600036621094,68501700,-0.022103035296720752,296.99400024414064,300.5024978637695,37.548417570685295,-0.9119704717253478
2022-02-22,278.0433349609375,285.57666015625,267.0333251953125,273.84332275390625,83288100,-0.04136624223452856,293.378662109375,298.69466400146484,34.33377752783667,-0.5343885498726887
2022-02-23,276.80999755859375,278.4333190917969,253.52000427246094,254.67999267578125,95256900,-0.06997917599526948,282.8193298339844,296.1219970703125,31.467239382230133,-0.22875617780983995
2022-02-24,233.4633331298828,267.49334716796875,233.3333282470703,266.92333984375,135322200,0.04807345500262783,274.64466552734376,293.8446640014648,38.82362638693982,0.7943415994451609
2022-02-25,269.74334716796875,273.1666564941406,260.79998779296875,269.9566650390625,76067700,0.011364031324829549,270.21266479492186,293.5241638183594,35.11974909644508,-0.7187669319362702
2022-02-28,271.6700134277344,292.28668212890625,271.57000732421875,290.1433410644531,99006900,0.07477746853358713,271.1093322753906,293.9254974365234,45.66571119620587,-0.13299708790645093
2022-03-01,289.8933410644531,296.6266784667969,284.59332275390625,288.1233215332031,74766900,-0.006962143345558558,273.96533203125,292.7196640014648,43.093068248351706,-0.7519838450419577
2022-03-02,290.7099914550781,295.49334716796875,281.42333984375,293.2966613769531,74643300,0.01795529711451649,281.68866577148435,291.8636642456055,43.836203591761276,-0.7551400646451735
2022-03-03,292.92333984375,295.4800109863281,277.5333251953125,279.7633361816406,61623600,-0.04614210448825773,284.2566650390625,290.7574981689453,42.51365592222242,-1.087607964062548
2022-03-04,283.0333251953125,285.2166748046875,275.0533447265625,279.42999267578125,66999600,-0.0011915196265851469,286.1513305664063,289.87666473388674,47.233057639858174,-0.9503277327770494
2022-03-07,285.4333190917969,288.71331787109375,268.19000244140625,268.1933288574219,72494100,-0.04021280504200253,281.761328125,287.89766387939454,41.32500835725957,-0.8100215142506038
2022-03-08,265.1766662597656,283.3299865722656,260.72332763671875,274.79998779296875,80399100,0.02463394210323222,279.09666137695314,286.5153305053711,37.21603940531933,-0.6081613527342596
2022-03-09,279.82666015625,286.85333251953125,277.336669921875,286.3233337402344,59184000,0.04193357517885765,277.7019958496094,285.46483001708987,42.2761544966687,-1.1499049975900968
2022-03-10,283.8166809082031,284.8166809082031,270.1199951171875,279.4333190917969,58648500,-0.024063755330148706,277.6359924316406,283.90316314697264,45.12990802312289,-1.1635793956283007
2022-03-11,280.0666809082031,281.26666259765625,264.5899963378906,265.1166687011719,67037100,-0.0512345859010529,274.77332763671876,282.0831634521484,42.560898468736205,-0.9493701418780155
2022-03-14,260.2033386230469,266.8999938964844,252.01333618164062,255.4566650390625,71152200,-0.036436802368687404,272.2259948730469,280.52266387939454,43.23622286267005,-0.8442879469816325
2022-03-15,258.42333984375,268.5233459472656,252.19000244140625,267.2966613769531,66841200,0.046348355546253384,270.72532958984374,279.29149627685547,54.905517676560926,-0.9543725967345685
2022-03-16,269.6666564941406,280.6666564941406,267.4200134277344,280.07666015625,84028800,0.047812040425278646,269.4759948730469,277.92149658203124,55.09292104204666,-0.5154742144349713
2022-03-17,276.9966735839844,291.6666564941406,275.239990234375,290.5333251953125,66582900,0.037335010469022656,271.69599609375,277.0583297729492,57.53410850807542,-0.960968482847114
2022-03-18,291.4966735839844,302.6166687011719,289.1300048828125,301.7966613769531,100414200,0.03876779427650434,279.03199462890626,277.5423294067383,54.56515449669918,-0.09706061664750708
2022-03-21,304.99334716796875,314.2833251953125,302.36334228515625,307.0533447265625,81981600,0.017417963888751054,289.35133056640626,278.61199645996095,57.232375443323285,-0.5677510167950295
2022-03-22,310.0,332.6199951171875,307.25,331.32666015625,105868500,0.07905243778179138,302.15733032226564,281.4861633300781,62.67920199698142,0.042219064435174224
2022-03-23,326.64666748046875,346.8999938964844,325.4666748046875,333.03668212890625,120676200,0.005161136057840299,312.74933471679685,285.40399780273435,69.28144020786469,0.4203448979184846
2022-03-24,336.57666015625,341.4966735839844,329.6000061035156,337.97332763671875,68920800,0.014823128420135223,322.2373352050781,288.9564971923828,70.50554639612523,-0.9012684358377451
2022-03-25,336.0,340.6000061035156,332.44000244140625,336.8800048828125,62031600,-0.003234937980317265,329.25400390625,292.3026641845703,75.89865266825538,-1.0771893750810593
2022-03-28,355.0333251953125,365.9599914550781,351.20001220703125,363.9466552734375,102506100,0.0803450783611821,340.632666015625,295.99282989501955,79.12021242150628,-0.04364236593580053
2022-03-29,369.3299865722656,371.5899963378906,357.7033386230469,366.5233459472656,73614900,0.007079858095940583,347.6720031738281,299.91283111572267,77.82404070365762,-0.7814010374602788
2022-03-30,363.72332763671875,371.3166809082031,361.3333435058594,364.663330078125,59865000,-0.00507475414515135,353.99733276367186,303.4811645507813,80.63844030137123,-1.1325151468636412
2022-03-31,364.8566589355469,367.71331787109375,358.8800048828125,359.20001220703125,48992700,-0.014981813142339484,358.2426696777344,307.45299835205077,86.12014495283643,-1.410147561038739
2022-04-01,360.3833312988281,364.9166564941406,355.5466613769531,361.5299987792969,54263100,0.006486599368272561,363.17266845703125,311.55799865722656,93.15199241198737,-1.27556390572492
2022-04-04,363.1266784667969,383.3033447265625,357.510009765625,381.8166809082031,82035900,0.05611341298759176,366.7466735839844,317.2391662597656,93.59235404789663,-0.5663644251732284
2022-04-05,378.76666259765625,384.2900085449219,362.4333190917969,363.7533264160156,80075100,-0.047308971544201106,366.1926696777344,321.686833190918,80.62013114568097,-0.6164349381019124
2022-04-06,357.8233337402344,359.6666564941406,342.5666809082031,348.586669921875,89348400,-0.041694894294368345,362.9773376464844,324.8,70.53580064806306,-0.3796341998616197
2022-04-07,350.7966613769531,358.86334228515625,340.5133361816406,352.4200134277344,79447200,0.010996816105212748,361.621337890625,328.4493347167969,68.90106198876893,-0.6324688401153359
2022-04-08,347.7366638183594,349.4800109863281,340.8133239746094,341.8299865722656,55013700,-0.03004944796541842,357.68133544921875,332.2850006103516,62.48712180401035,-1.2563967662898576
2022-04-11,326.79998779296875,336.15667724609375,324.8800048828125,325.30999755859375,59357100,-0.048328086073804455,346.3799987792969,335.7776672363281,47.71223825008981,-1.1454847580001561
2022-04-12,332.5466613769531,340.39666748046875,325.5333251953125,328.98333740234375,65976000,0.011291813566499442,339.4260009765625,338.8620010375977,48.481438611109716,-0.9764661339570785
2022-04-13,327.02667236328125,342.0799865722656,324.3666687011719,340.7900085449219,55121100,0.03588835603591267,337.8666687011719,341.8976684570313,51.003591517364434,-1.2536542259550245
2022-04-14,333.0966796875,337.57000732421875,327.39666748046875,328.3333435058594,58422300,-0.03655231880843268,333.04933471679686,343.7876693725586,47.18291568834823,-1.169355583931273
2022-04-18,329.6766662597656,338.3066711425781,324.4700012207031,334.7633361816406,51715200,0.019583733431163042,331.63600463867186,345.43600311279295,38.86615032785209,-1.3406264617688786
2022-04-19,335.0199890136719,344.9800109863281,331.77667236328125,342.7166748046875,49847700,0.023758093445249484,335.1173400878906,347.2191696166992,41.27534950742051,-1.3883144885407663
2022-04-20,343.3333435058594,344.6666564941406,325.0833435058594,325.73333740234375,70711200,-0.04955503671370076,334.46734008789065,346.9395034790039,37.156624468155805,-0.855549215954271
2022-04-21,358.24334716796875,364.0733337402344,332.1400146484375,336.260009765625,105416400,0.03231684066245499,333.56134033203125,347.10066986083984,42.67654379491073,0.030674348556421642
2022-04-22,338.3033447265625,344.95001220703125,331.3333435058594,335.01666259765625,69696600,-0.003697576672395231,334.89800415039065,346.95283660888674,41.47664317546938,-0.881457795318532
2022-04-25,326.3233337402344,336.2066650390625,325.1000061035156,332.67333984375,68341200,-0.006994645387893739,334.4800048828125,346.7425033569336,32.14139088146058,-0.9160689607732129
2022-04-26,331.80999755859375,333.3333435058594,291.6666564941406,292.1400146484375,136133700,-0.12184121881948873,324.3646728515625,343.1521713256836,27.629233035777787,0.8150638665002543
2022-04-27,299.52667236328125,306.0,292.4533386230469,293.836669921875,76956300,0.005807678470473254,317.98533935546874,339.51783752441406,31.325469005479803,-0.6960758579927631
2022-04-28,299.99334716796875,300.0,273.8999938964844,292.5033264160156,124948500,-0.004537702888526063,309.2340026855469,335.9098373413086,29.208593294309352,0.5294413138636177
2022-04-29,300.75,311.4666748046875,290.0,290.2533264160156,88133100,-0.007692220213591394,300.2813354492188,332.46250305175784,31.00307176565377,-0.41066780571751005
2022-05-02,286.92333984375,302.1199951171875,282.6766662597656,300.9800109863281,75781500,0.03695628471433299,293.9426696777344,329.43500366210935,40.63919466863422,-0.7260752656776968
2022-05-03,301.05999755859375,308.02667236328125,296.1966552734375,303.0833435058594,63709500,0.006988279761963367,296.13133544921874,325.4983367919922,39.91328686288842,-1.0343429278946867
2022-05-04,301.3133239746094,318.5,295.09332275390625,317.5400085449219,81643800,0.04769864576468552,300.87200317382815,323.1876708984375,41.12843837990037,-0.5763769956135267
2022-05-05,313.00665283203125,315.20001220703125,285.8999938964844,291.09332275390625,92519100,-0.08328615317548016,300.5900024414062,320.31300354003906,37.16097793985357,-0.29866797416650626
2022-05-06,295.6666564941406,296.0,281.03668212890625,288.54998779296875,72903000,-0.008737180698190294,300.24933471679685,317.11950225830077,33.62854839166533,-0.7995799430875382
2022-05-09,278.8166809082031,281.8766784667969,260.3833312988281,262.3699951171875,90810300,-0.09072948807249681,292.52733154296874,313.14650268554686,24.79188560678712,-0.34230347625368257
2022-05-10,273.10333251953125,275.1199951171875,258.0833435058594,266.67999267578125,84401700,0.016427173986372612,285.2466613769531,310.2150024414062,29.871841173259483,-0.5059519305349783
2022-05-11,265.0,269.92333984375,242.39999389648438,244.6666717529297,97224600,-0.08254582843646041,270.6719940185547,305.99916915893556,21.04775147988927,-0.17850946815573365
2022-05-12,233.6666717529297,253.22000122070312,226.6666717529297,242.6666717529297,140313000,-0.008174386751047313,260.9866638183594,301.09300231933594,20.94754904271504,0.9217854570157833
2022-05-13,257.82666015625,262.45001220703125,250.52333068847656,256.5299987792969,92150700,0.05712909369145702,254.582666015625,297.5028350830078,27.664897689097742,-0.3080753471586152
2022-05-16,255.72000122070312,256.586669921875,239.69667053222656,241.4566650390625,86098500,-0.05875856161837267,250.4,292.8375015258789,32.52258194736501,-0.4626228575354928
2022-05-17,249.1199951171875,254.82666015625,242.9499969482422,253.8699951171875,80236200,0.05141017778952928,247.83800048828124,288.3951675415039,37.1665868025239,-0.6123211275996628
2022-05-18,248.17333984375,253.5,233.60333251953125,236.60333251953125,87811800,-0.06801379812405906,246.22533264160157,283.9386672973633,33.71655135604509,-0.41887244454043243
2022-05-19,235.6666717529297,244.6666717529297,231.3699951171875,236.47332763671875,90296700,-0.0005494634476534976,244.98666381835938,278.94933319091797,34.138189575251346,-0.35541864120685074
2022-05-20,237.99667358398438,240.52667236328125,211.0,221.3000030517578,144973200,-0.06416505716141863,237.94066467285157,273.26350021362305,27.099933649168563,1.040787193220523
2022-05-23,218.33999633789062,226.65333557128906,212.68666076660156,224.96665954589844,88903500,0.01656871415985961,234.64266357421874,267.87816619873047,27.749179435375723,-0.3909950582877578
2022-05-24,217.8433380126953,217.97332763671875,206.85667419433594,209.3866729736328,89092500,-0.06925464690507588,225.74599914550782,263.74049911499026,19.389402990450435,-0.386168800156627
2022-05-25,207.9499969482422,223.10667419433594,207.6699981689453,219.60000610351562,92139300,0.04877737911795821,222.3453338623047,260.02866592407224,27.717749325214925,-0.3083664547919215
2022-05-26,220.47332763671875,239.55667114257812,217.8866729736328,235.91000366210938,106003200,0.07427138936829314,222.2326690673828,257.19899978637693,34.8903505890453,0.04565873094450396
2022-05-27,241.0833282470703,253.26666259765625,240.17666625976562,253.2100067138672,89295000,0.07333306253742577,228.6146697998047,255.34683380126953,47.22950615245324,-0.380997809301844
2022-05-31,257.9466552734375,259.6000061035156,244.7433319091797,252.75332641601562,101914500,-0.001803563389055185,234.17200317382813,252.9354995727539,45.68726940756646,-0.058749319958959184
2022-06-01,251.72000122070312,257.32666015625,243.63999938964844,246.7899932861328,77247900,-0.02359349020027357,241.6526672363281,250.12083206176757,50.73011550971564,-0.6886296311618755
2022-06-02,244.1566619873047,264.2099914550781,242.06666564941406,258.3333435058594,93473100,0.04677398003874078,249.3993347167969,247.16049880981444,55.05528742875076,-0.27430686169508406
2022-06-03,243.22666931152344,247.79666137695312,233.4166717529297,234.51666259765625,112393800,-0.09219359988526965,249.12066650390625,244.33166580200196,43.325517029007365,0.20884754159426344
2022-06-06,244.35333251953125,244.86666870117188,234.35000610351562,238.27999877929688,84204600,0.0160472016783606,246.1346649169922,241.81816635131835,48.96590659829734,-0.5109850283003005
2022-06-07,234.0,239.99667358398438,230.0933380126953,238.8866729736328,72808500,0.0025460558898939833,243.36133422851563,240.6440002441406,44.716369409635945,-0.8019930721531036
2022-06-08,240.086669921875,249.9633331298828,239.17666625976562,241.86666870117188,76210500,0.012474516432601446,242.37666931152344,239.40333404541016,52.06399906175878,-0.715120425792749
2022-06-09,249.33999633789062,255.54666137695312,239.32666015625,239.7066650390625,96491400,-0.008930555308462429,238.65133361816407,239.15533370971679,51.24807134986544,-0.1972322854136443
2022-06-10,235.1566619873047,239.5,227.913330078125,232.22999572753906,97536600,-0.031190911234383223,238.19400024414062,238.63349990844728,54.485509143122655,-0.17054231187577168
2022-06-13,223.1666717529297,226.63333129882812,214.68333435058594,215.73666381835938,102767400,-0.07102153990705962,233.68533325195312,236.59383316040038,46.572937642112755,-0.036969872551332376
2022-06-14,218.2866668701172,226.3300018310547,211.73666381835938,220.88999938964844,97988700,0.023887157055640484,230.08599853515625,235.56549987792968,54.62959983434001,-0.1589975959970191
2022-06-15,220.9166717529297,235.663330078125,218.14999389648438,233.0,119131800,0.05482367080362738,228.3126647949219,234.52200012207032,55.311834419311815,0.38090747433267286
2022-06-16,222.73666381835938,225.1666717529297,208.69332885742188,213.10000610351562,107390700,-0.08540769912654234,222.9913330078125,233.34683380126953,41.20821704084148,0.08108959420875791
2022-06-17,213.43333435058594,220.97000122070312,213.19667053222656,216.75999450683594,92641800,0.017174980283869212,219.89733276367187,232.36116714477538,34.30007203285119,-0.29553473674486735
2022-06-21,224.60333251953125,243.57666015625,224.3333282470703,237.0366668701172,122793000,0.0935443480214786,224.15733337402344,233.14800033569335,44.21770777346997,0.47439898898714966
2022-06-22,234.50332641601562,246.8333282470703,233.82666015625,236.086669921875,101107500,-0.004007805884153504,227.19666748046876,233.7040008544922,45.91132977361063,-0.0793566761061685
2022-06-23,237.9066619873047,239.31666564941406,228.6366729736328,235.07000732421875,104202600,-0.004306310889948484,227.6106689453125,234.9881675720215,40.336203805920086,-0.0003209536635073237
2022-06-24,237.47000122070312,246.06666564941406,236.086669921875,245.7066650390625,95770800,0.04524889345059324,234.1320007324219,236.29350051879882,55.220029821908476,-0.21563335212947954
2022-06-27,249.36666870117188,252.07000732421875,242.56666564941406,244.9199981689453,89178300,-0.0032016505127857586,239.76400146484374,236.74400024414064,53.18597680841353,-0.3839778321796375
2022-06-28,244.48333740234375,249.97000122070312,232.3433380126953,232.663330078125,90391200,-0.0500435578248114,238.88933410644532,235.7166664123535,47.31420542749751,-0.35300551214128534
2022-06-29,230.5,231.17333984375,222.27333068847656,228.49000549316406,82897200,-0.01793718238090891,237.37000122070313,234.50350036621094,44.285917835605765,-0.544370477404218
2022-06-30,224.50999450683594,229.4566650390625,218.8633270263672,224.47332763671875,94600500,-0.017579227799377373,235.25066528320312,233.38766708374024,43.59441300320071,-0.24551784890652917
